"geno_ID","year","location","pltht","yld_bu_ac","earht"
"Z013E0082/PHZ51",2015,"CollegeStation",165.237598250161,161.454685132983,NA
"Z013E0087/LH195",2015,"CollegeStation",163.237598250161,165.063907132983,NA
"Z013E0087/LH82",2015,"CollegeStation",152.237598250161,63.5766293529829,NA
"Z022E0006/LH195",2015,"CollegeStation",184.76240174984,80.3353145370488,NA
"Z022E0006/PHZ51",2015,"CollegeStation",172.76240174984,119.274374067049,NA
"Z022E0009/LH195",2015,"CollegeStation",190.76240174984,124.226007867049,NA
"Z022E0009/LH82",2015,"CollegeStation",159.76240174984,87.6118842770488,NA
"Z022E0017/LH195",2015,"CollegeStation",172.76240174984,90.6876309170488,NA
"Z022E0017/PHZ51",2015,"CollegeStation",177.76240174984,122.579642267049,NA
"Z022E0023/LH195",2015,"CollegeStation",190.76240174984,66.4587288670488,NA
"Z022E0023/LH82",2015,"CollegeStation",164.76240174984,110.431218867049,NA
"Z022E0036/LH82",2015,"CollegeStation",144.76240174984,108.452494067049,NA
"Z022E0048/LH195",2015,"CollegeStation",151.76240174984,106.526196267049,NA
"Z022E0048/PHZ51",2015,"CollegeStation",167.76240174984,119.604015367049,NA
"Z022E0051/LH195",2015,"CollegeStation",174.76240174984,81.1968532370488,NA
"Z022E0051/PHZ51",2015,"CollegeStation",184.76240174984,159.002644067049,NA
"Z022E0059/LH195",2015,"CollegeStation",182.76240174984,110.188196067049,NA
"Z022E0059/LH82",2015,"CollegeStation",159.76240174984,111.502903967049,NA
"Z022E0072/LH195",2015,"CollegeStation",154.76240174984,105.773281467049,NA
"Z022E0072/PB80",2015,"CollegeStation",179.76240174984,132.737943667049,NA
"Z022E0077/LH195",2015,"CollegeStation",154.76240174984,140.949169367049,NA
"Z022E0077/PHZ51",2015,"CollegeStation",167.76240174984,130.937891467049,NA
"Z022E0083/PB80",2015,"CollegeStation",149.76240174984,81.8382511370488,NA
"Z022E0097/LH195",2015,"CollegeStation",172.76240174984,98.9711848670488,NA
"Z022E0097/PHZ51",2015,"CollegeStation",172.76240174984,146.423845867049,NA
"Z022E0108/LH195",2015,"CollegeStation",167.76240174984,120.555241067049,NA
"Z022E0108/LH82",2015,"CollegeStation",162.76240174984,112.467630867049,NA
"Z022E0110/LH195",2015,"CollegeStation",156.76240174984,115.953412867049,NA
"Z022E0110/PHZ51",2015,"CollegeStation",167.76240174984,138.919244967049,NA
"Z022E0121/LH195",2015,"CollegeStation",139.76240174984,118.419761367049,NA
"Z022E0121/PB80",2015,"CollegeStation",164.76240174984,68.5373104370488,NA
"Z022E0123/LH195",2015,"CollegeStation",159.76240174984,136.690396067049,NA
"Z022E0123/PB80",2015,"CollegeStation",172.76240174984,161.196337067049,NA
"2FACC/3IIH6",2016,"Georgetown",254.999999999965,141.16453865,125.5
"4N506/3IIH6",2016,"Georgetown",272.999999999965,163.03167265,129.5
"6F629/3IIH6",2016,"Georgetown",274.499999999965,175.2080493,134
"78010/3IIH6",2016,"Georgetown",223.999999999965,144.2530066,100.5
"A632/3IIH6",2016,"Georgetown",262.999999999965,129.4031461,129.5
"A634/3IIH6",2016,"Georgetown",241.499999999965,109.954495515,109
"A635/3IIH6",2016,"Georgetown",254.999999999965,160.52520875,121.5
"A679/3IIH6",2016,"Georgetown",249.999999999965,175.65075545,124
"A680/3IIH6",2016,"Georgetown",254.499999999965,177.60568825,132
"B104/3IIH6",2016,"Georgetown",245.499999999965,193.0577625,116.5
"B105/3IIH6",2016,"Georgetown",235.499999999965,142.84923445,93.9999999999997
"B109/3IIH6",2016,"Georgetown",259.999999999965,179.34662175,134.5
"B110/3IIH6",2016,"Georgetown",255.999999999965,198.90372685,120.5
"B111/3IIH6",2016,"Georgetown",266.499999999965,188.26206125,123
"B119/3IIH6",2016,"Georgetown",240.999999999965,198.46625825,126.5
"B14/3IIH6",2016,"Georgetown",263.499999999965,151.6643668,141.5
"B14A/H95",2016,"Georgetown",253.999999999965,122.4230646,131.5
"B14A/Mo17",2016,"Georgetown",267.999999999965,162.23984865,135.5
"B14A/OH43",2016,"Georgetown",259.999999999965,140.860284005,122
"B2/3IIH6",2016,"Georgetown",288.499999999965,53.544536805,155.5
"B37/H95",2016,"Georgetown",260.999999999965,150.2944537,118.5
"B37/Mo17",2016,"Georgetown",269.999999999965,162.1119781,134.5
"B37/OH43",2016,"Georgetown",256.499999999965,128.6657081,115
"B73/3IIH6",2016,"Georgetown",264.999999999965,165.8612781,144
"B73/Mo17",2016,"Georgetown",273.499999999965,183.21876635,143
"B73/PHM49",2016,"Georgetown",272.499999999965,185.1358723,135.5
"B73/PHN82",2016,"Georgetown",276.499999999965,194.6889188,148
"B73/PHZ51",2016,"Georgetown",272.999999999965,166.7329352,130.5
"B73/TX777",2016,"Georgetown",290.499999999965,149.8006945,167.5
"B84/3IIH6",2016,"Georgetown",263.499999999965,180.769175,127.5
"B97/PHB47",2016,"Georgetown",235.999999999965,169.24913345,115
"BSSSC0_001/3IIH6",2016,"Georgetown",240.499999999965,132.4673308,116.5
"BSSSC0_002/3IIH6",2016,"Georgetown",250.499999999965,128.50471925,145
"BSSSC0_003/3IIH6",2016,"Georgetown",234.499999999965,112.14072745,111
"BSSSC0_005/3IIH6",2016,"Georgetown",259.698120872804,104.3800378,147.938529786753
"BSSSC0_008/3IIH6",2016,"Georgetown",243.999999999965,133.05346145,126.5
"BSSSC0_009/3IIH6",2016,"Georgetown",266.499999999965,67.75991179,147.5
"BSSSC0_012/3IIH6",2016,"Georgetown",250.999999999965,177.3222251,141
"BSSSC0_015/3IIH6",2016,"Georgetown",253.999999999965,144.6099014,121
"BSSSC0_017/3IIH6",2016,"Georgetown",229.999999999965,123.91487005,109.5
"BSSSC0_020/3IIH6",2016,"Georgetown",242.499999999965,107.45554415,122
"BSSSC0_024/3IIH6",2016,"Georgetown",250.499999999965,87.22665574,127.5
"BSSSC0_026/3IIH6",2016,"Georgetown",254.499999999965,131.04504205,114.5
"BSSSC0_029/3IIH6",2016,"Georgetown",239.999999999965,168.68130785,98.4999999999997
"BSSSC0_033/3IIH6",2016,"Georgetown",247.999999999965,100.91594683,126
"BSSSC0_038/3IIH6",2016,"Georgetown",224.999999999965,113.7474948,110.5
"BSSSC0_048/3IIH6",2016,"Georgetown",253.999999999965,97.85752873,145
"BSSSC0_054/3IIH6",2016,"Georgetown",238.999999999965,53.6619322349999,122
"BSSSC0_057/3IIH6",2016,"Georgetown",268.499999999965,146.33337635,146
"BSSSC0_060/3IIH6",2016,"Georgetown",257.499999999965,152.57374495,122.5
"CG102/3IIH6",2016,"Georgetown",259.499999999965,146.47479045,NA
"CG106/3IIH6",2016,"Georgetown",246.999999999965,158.78538625,103
"CG119/CG108",2016,"Georgetown",217.499999999965,172.0609101,103.5
"CG44/CGR01",2016,"Georgetown",224.999999999965,88.882359825,106
"CG60/LH162",2016,"Georgetown",203.999999999965,87.64439092,80.4999999999997
"CGR01/LH82",2016,"Georgetown",223.499999999965,138.4067777,102
"CGR03/CG108",2016,"Georgetown",226.999999999965,139.759391,105
"CI540/3IIH6",2016,"Georgetown",270.999999999965,163.3333879,147.5
"CO258/3IIH6",2016,"Georgetown",251.999999999965,143.6616384,126.5
"DKFBHJ/3IIH6",2016,"Georgetown",252.301879127125,125.5209496,120.061470213246
"F42/H95",2016,"Georgetown",254.499999999965,174.0249954,135
"F42/Mo17",2016,"Georgetown",261.999999999965,178.60696175,115.5
"F42/OH43",2016,"Georgetown",272.499999999965,180.6012027,128.5
"FBLA/3IIH6",2016,"Georgetown",261.499999999965,139.01555155,111.5
"FE/3IIH6",2016,"Georgetown",240.499999999965,126.3630859,101.5
"FR19/3IIH6",2016,"Georgetown",262.999999999965,75.83083434,136.5
"H122W/3IIH6",2016,"Georgetown",275.499999999965,196.4700598,154.5
"H84/3IIH6",2016,"Georgetown",236.499999999965,192.19615725,106
"H91/3IIH6",2016,"Georgetown",266.499999999965,117.009542905,143.5
"I159/3IIH6",2016,"Georgetown",249.999999999965,123.947988415,132.5
"ICI 441/LH123HT",2016,"Georgetown",276.999999999965,194.7025153,124
"ICI 441/LH185",2016,"Georgetown",261.999999999965,207.2759943,118.5
"ICI 441/LH38",2016,"Georgetown",231.999999999965,181.12342455,89.9999999999997
"ICI 441/LH51",2016,"Georgetown",250.999999999965,174.50404705,110
"ICI 441/LH82",2016,"Georgetown",213.999999999965,159.07503925,79.9999999999997
"ICI 441/PHG29",2016,"Georgetown",231.999999999965,165.79308395,103.5
"ICI 441/PHG47",2016,"Georgetown",241.999999999965,156.5839707,110.5
"ICI 441/PHG83",2016,"Georgetown",238.999999999965,97.884298495,110.5
"ICI 441/PHK56",2016,"Georgetown",230.999999999965,169.35679445,100.5
"ICI 441/PHK76",2016,"Georgetown",243.499999999965,155.16554395,106.5
"ICI 441/PHN82",2016,"Georgetown",235.499999999965,180.35112245,105.5
"ICI 441/PHR55",2016,"Georgetown",236.499999999965,157.14497165,109.5
"ICI 441/PHZ51",2016,"Georgetown",266.499999999965,150.9173531,124.5
"ICI 441/Q381",2016,"Georgetown",255.999999999965,148.0122527,125.5
"ILL.HY/3IIH6",2016,"Georgetown",262.999999999965,75.4007194949999,NA
"LH123HT/3IIH6",2016,"Georgetown",285.499999999965,155.09200655,145
"LH145/3IIH6",2016,"Georgetown",242.499999999965,147.1791631,99.4999999999997
"LH149/3IIH6",2016,"Georgetown",247.999999999965,170.36526295,122.5
"LH195/3IIH6",2016,"Georgetown",226.499999999965,144.2302047,106
"LH195/LH123HT",2016,"Georgetown",276.499999999965,219.45094255,128.5
"LH195/LH185",2016,"Georgetown",242.499999999965,169.16707835,116.5
"LH195/LH38",2016,"Georgetown",260.499999999965,170.73638915,137
"LH195/LH51",2016,"Georgetown",255.499999999965,199.15592335,129
"LH195/LH82",2016,"Georgetown",NA,127.4190099,92.2499999999997
"LH195/PHG29",2016,"Georgetown",252.999999999965,160.5006081,127
"LH195/PHG47",2016,"Georgetown",237.499999999965,157.37664115,106.5
"LH195/PHG83",2016,"Georgetown",223.499999999965,112.45709735,114.5
"LH195/PHK56",2016,"Georgetown",229.999999999965,173.9089226,97.4999999999997
"LH195/PHK76",2016,"Georgetown",223.499999999965,145.5383781,98.4999999999997
"LH195/PHN37",2016,"Georgetown",267.999999999965,185.1799948,100.5
"LH195/PHN82",2016,"Georgetown",224.499999999965,154.0816334,99.4999999999997
"LH195/PHR55",2016,"Georgetown",NA,185.0525475,121
"LH195/PHZ51",2016,"Georgetown",276.499999999965,184.9957279,141.5
"LH195/Q381",2016,"Georgetown",243.499999999965,157.80458685,122.5
"LH198/3IIH6",2016,"Georgetown",230.499999999965,191.10864915,104.5
"LH198/LH123HT",2016,"Georgetown",272.499999999965,182.6104157,129.5
"LH198/LH185",2016,"Georgetown",260.698120872804,197.7042725,120.938529786753
"LH198/LH38",2016,"Georgetown",237.499999999965,174.0702818,107.5
"LH198/LH51",2016,"Georgetown",255.499999999965,198.69813935,128
"LH198/LH82",2016,"Georgetown",235.999999999965,155.22543205,120.5
"LH198/PHG29",2016,"Georgetown",252.499999999965,171.022762,111
"LH198/PHG47",2016,"Georgetown",233.999999999965,166.2479053,111.5
"LH198/PHG83",2016,"Georgetown",218.999999999965,91.1706977699999,105
"LH198/PHK56",2016,"Georgetown",257.499999999965,207.6283393,118
"LH198/PHK76",2016,"Georgetown",245.999999999965,141.1819972,117.5
"LH198/PHN82",2016,"Georgetown",245.999999999965,173.21751165,124.5
"LH198/PHR55",2016,"Georgetown",265.499999999965,166.47380815,134.5
"LH198/PHZ51",2016,"Georgetown",267.749999999965,160.453152625,132.25
"LH198/Q381",2016,"Georgetown",257.999999999965,177.1381169,127
"LH205/3IIH6",2016,"Georgetown",241.499999999965,178.0921466,116.5
"LH209/3IIH6",2016,"Georgetown",244.499999999965,148.6220846,114
"LH212HT/LH195",2016,"Georgetown",264.999999999965,206.4099451,130
"LH216/LH195",2016,"Georgetown",257.999999999965,204.56071575,127.5
"LH220HT/3IIH6",2016,"Georgetown",227.999999999965,146.05917155,89.9999999999997
"LH222/3IIH6",2016,"Georgetown",231.499999999965,127.2098778,108
"LH74/PHN82",2016,"Georgetown",245.999999999965,154.3567905,126
"MS222/3IIH6",2016,"Georgetown",252.999999999965,164.75969735,129
"N192/3IIH6",2016,"Georgetown",246.999999999965,141.3515566,110
"N209/3IIH6",2016,"Georgetown",245.499999999965,134.9612562,126.5
"N217/3IIH6",2016,"Georgetown",253.999999999965,170.7226868,124.5
"N218/3IIH6",2016,"Georgetown",242.999999999965,158.51070535,119.5
"N28HT/3IIH6",2016,"Georgetown",264.499999999965,115.3388139,129.5
"N501/3IIH6",2016,"Georgetown",247.999999999965,165.72092205,107
"NKH8431/3IIH6",2016,"Georgetown",266.999999999965,177.28408085,127.5
"OS420/3IIH6",2016,"Georgetown",252.499999999965,107.771437845,110.5
"PB80/PHZ51",2016,"Georgetown",276.499999999965,160.3435871,145.5
"PHB09/3IIH6",2016,"Georgetown",228.499999999965,133.18614635,107.5
"PHB47/3IIH6",2016,"Georgetown",249.499999999965,161.73794215,122
"PHB47/LH123HT",2016,"Georgetown",266.499999999965,174.80026025,125.5
"PHB47/LH185",2016,"Georgetown",243.499999999965,163.600768,110.5
"PHB47/LH38",2016,"Georgetown",209.499999999965,138.9116997,83.4999999999997
"PHB47/LH51",2016,"Georgetown",224.499999999965,172.80268625,86.4999999999997
"PHB47/LH82",2016,"Georgetown",222.499999999965,75.5032487349999,92.4999999999997
"PHB47/PHG29",2016,"Georgetown",228.499999999965,160.2302124,107
"PHB47/PHG47",2016,"Georgetown",231.999999999965,135.8908968,97.9999999999997
"PHB47/PHG83",2016,"Georgetown",243.499999999965,157.80125385,126
"PHB47/PHK56",2016,"Georgetown",245.499999999965,169.87356715,104
"PHB47/PHK76",2016,"Georgetown",251.499999999965,123.56120245,120
"PHB47/PHN82",2016,"Georgetown",238.499999999965,176.87719115,110.5
"PHB47/PHR55",2016,"Georgetown",251.499999999965,194.8637158,114.5
"PHB47/PHZ51",2016,"Georgetown",254.499999999965,131.1056708,119.5
"PHB47/Q381",2016,"Georgetown",232.499999999965,153.59416995,109
"PHBB3/3IIH6",2016,"Georgetown",235.499999999965,169.30050385,107
"PHBW8/3IIH6",2016,"Georgetown",259.499999999965,168.503654,127.5
"PHG29/PHG47",2016,"Georgetown",247.499999999965,132.64863505,120
"PHG39/PHN82",2016,"Georgetown",263.999999999965,172.2724758,130.5
"PHG39/TX205",2016,"Georgetown",283.499999999965,188.6109146,130.5
"PHG80/3IIH6",2016,"Georgetown",252.499999999965,179.3427068,106
"PHG80/PHZ51",2016,"Georgetown",260.499999999965,198.5581536,127
"PHN11_OH43_0001/PHB47",2016,"Georgetown",268.499999999965,155.8395493,112.5
"PHN11_PHG47_0251/PHB47",2016,"Georgetown",252.499999999965,131.4821932,118.5
"PHN11_PHW65_0323/LH195",2016,"Georgetown",250.499999999965,153.40344865,120
"PHN66/LH123HT",2016,"Georgetown",264.499999999965,194.4103229,130.5
"PHN66/LH185",2016,"Georgetown",239.999999999965,183.91917105,108
"PHN66/LH38",2016,"Georgetown",243.999999999965,157.0888398,124.5
"PHN66/LH51",2016,"Georgetown",242.499999999965,154.5829579,108.5
"PHN66/LH82",2016,"Georgetown",227.999999999965,175.39422075,119.5
"PHN66/PHG29",2016,"Georgetown",267.499999999965,169.2593441,133.5
"PHN66/PHG47",2016,"Georgetown",238.999999999965,138.17849415,121.5
"PHN66/PHG83",2016,"Georgetown",253.499999999965,165.61738765,129
"PHN66/PHK56",2016,"Georgetown",261.499999999965,176.1397003,139.5
"PHN66/PHK76",2016,"Georgetown",239.999999999965,146.02330215,119.5
"PHN66/PHN82",2016,"Georgetown",257.499999999965,194.7956804,120
"PHN66/PHR55",2016,"Georgetown",263.999999999965,202.037587,135.5
"PHN66/PHZ51",2016,"Georgetown",278.499999999965,152.46142835,140.5
"PHN66/Q381",2016,"Georgetown",246.499999999965,145.86379465,113.5
"PHP02/PHB47",2016,"Georgetown",241.499999999965,161.2232857,114
"PHP85/3IIH6",2016,"Georgetown",242.999999999965,192.1408719,116
"PHT69/3IIH6",2016,"Georgetown",247.499999999965,173.8236403,127
"PHV37/3IIH6",2016,"Georgetown",233.999999999965,152.39762535,93.9999999999997
"PHW52/LH123HT",2016,"Georgetown",269.999999999965,172.5806983,134
"PHW52/LH185",2016,"Georgetown",235.499999999965,184.17501795,102
"PHW52/LH38",2016,"Georgetown",220.999999999965,157.47377405,86.4999999999997
"PHW52/LH51",2016,"Georgetown",241.999999999965,185.5979416,102.5
"PHW52/LH82",2016,"Georgetown",209.499999999965,162.7022882,89.4999999999997
"PHW52/PHG29",2016,"Georgetown",250.499999999965,187.40267805,104
"PHW52/PHG47",2016,"Georgetown",244.499999999965,150.75694615,92.9999999999997
"PHW52/PHG83",2016,"Georgetown",234.999999999965,112.822509795,118.5
"PHW52/PHK56",2016,"Georgetown",258.999999999965,216.28824935,116
"PHW52/PHK76",2016,"Georgetown",227.499999999965,150.2422368,97.4999999999997
"PHW52/PHM49",2016,"Georgetown",256.499999999965,194.05427455,128
"PHW52/PHN82",2016,"Georgetown",251.749999999965,169.08295995,106.75
"PHW52/PHR55",2016,"Georgetown",234.499999999965,187.6942885,110.5
"PHW52/PHZ51",2016,"Georgetown",272.499999999965,205.4475565,128.5
"PHW52/Q381",2016,"Georgetown",249.999999999965,158.39209305,115
"PHW52/TX205",2016,"Georgetown",272.999999999965,192.61114135,134.5
"R229/3IIH6",2016,"Georgetown",239.999999999965,142.6060847,119
"REDEAR2-2-2-1-1-2-B-B-1-B10/LH195",2016,"Georgetown",276.499999999965,160.53721815,154.5
"SD101/3IIH6",2016,"Georgetown",247.999999999965,134.49183325,118.5
"TR 9-1-1-6/3IIH6",2016,"Georgetown",271.999999999965,110.890326,135.5
"TX714/PHZ51",2016,"Georgetown",277.999999999965,152.73425765,150.5
"TX714/TX777",2016,"Georgetown",298.999999999965,161.44781305,179.5
"VA35/LH195",2016,"Georgetown",260.301879127125,180.1429955,143.061470213246
"W10004_0007/3IIH6",2016,"Georgetown",230.999999999965,149.5960593,110.5
"W10004_0008/3IIH6",2016,"Georgetown",259.499999999965,171.1977706,143.5
"W10004_0041/3IIH6",2016,"Georgetown",256.499999999965,154.4804816,120
"W10004_0045/3IIH6",2016,"Georgetown",254.999999999965,171.01815935,121.5
"W10004_0062/3IIH6",2016,"Georgetown",221.499999999965,94.5715148049999,97.9999999999997
"W10004_0072/3IIH6",2016,"Georgetown",276.499999999965,150.4616324,151
"W10004_0080/3IIH6",2016,"Georgetown",270.499999999965,165.63474035,147
"W10004_0095/3IIH6",2016,"Georgetown",257.999999999965,125.58528165,140
"W10004_0119/3IIH6",2016,"Georgetown",256.999999999965,173.89712485,124.5
"W10004_0121/3IIH6",2016,"Georgetown",265.698120872804,152.5349129,129.938529786753
"W10004_0140/3IIH6",2016,"Georgetown",266.999999999965,157.882198,150
"W10004_0148/3IIH6",2016,"Georgetown",275.499999999965,167.4539198,139
"W10004_0178/3IIH6",2016,"Georgetown",272.999999999965,162.3475096,142
"W10004_0208/3IIH6",2016,"Georgetown",261.499999999965,163.23117605,132
"W10004_0212/3IIH6",2016,"Georgetown",266.999999999965,162.71122915,133.5
"W10004_0216/PHZ51",2016,"Georgetown",287.999999999965,170.42150065,136.5
"W10004_0225/3IIH6",2016,"Georgetown",239.999999999965,160.4753197,124
"W10004_0258/3IIH6",2016,"Georgetown",258.499999999965,137.52522745,120.5
"W10004_0292/3IIH6",2016,"Georgetown",231.999999999965,129.39108385,117.5
"W10005_0107/PHB47",2016,"Georgetown",235.499999999965,127.18987985,112.5
"W10005_0147/PHB47",2016,"Georgetown",238.499999999965,130.67751345,111
"W10008_0069/PHB47",2016,"Georgetown",246.499999999965,175.02425855,135.5
"W37A/PHB47",2016,"Georgetown",256.499999999965,100.07402218,136
"WF9/H95",2016,"Georgetown",254.499999999965,167.16003445,113.5
"2FACC/3IIH6",2016,"Columbia",247.499999999941,110.800180700002,130.000000000014
"4N506/3IIH6",2016,"Columbia",274.999999999941,96.1310377150023,135.000000000014
"6F629/3IIH6",2016,"Columbia",259.999999999941,110.304837580002,125.000000000014
"78010/3IIH6",2016,"Columbia",242.499999999941,81.2135787850024,122.500000000014
"A632/3IIH6",2016,"Columbia",252.499999999941,99.6713002800024,125.000000000014
"A634/3IIH6",2016,"Columbia",247.482547931583,79.8872451800687,122.845194187913
"A635/3IIH6",2016,"Columbia",229.999999999941,92.3304461050024,112.500000000014
"A679/3IIH6",2016,"Columbia",259.999999999941,103.532003220002,127.500000000014
"A680/3IIH6",2016,"Columbia",259.999999999941,122.414232200002,135.000000000014
"B104/3IIH6",2016,"Columbia",264.999999999941,99.6206705100024,117.500000000014
"B105/3IIH6",2016,"Columbia",249.999999999941,95.2563396400024,107.500000000014
"B109/3IIH6",2016,"Columbia",257.499999999941,80.4865815300024,140.000000000014
"B110/3IIH6",2016,"Columbia",269.999999999941,103.160104640002,130.000000000014
"B111/3IIH6",2016,"Columbia",282.482547931583,113.992736780069,147.845194187913
"B119/3IIH6",2016,"Columbia",242.499999999941,109.201339030002,115.000000000014
"B14/3IIH6",2016,"Columbia",262.499999999941,91.3364919650024,132.500000000014
"B14A/H95",2016,"Columbia",257.499999999941,126.525552400002,127.500000000014
"B14A/Mo17",2016,"Columbia",257.499999999941,122.049928100002,130.000000000014
"B14A/OH43",2016,"Columbia",267.499999999941,106.942929775002,132.500000000014
"B2/3IIH6",2016,"Columbia",272.499999999941,71.8150393100024,145.000000000014
"B37/H95",2016,"Columbia",252.499999999941,81.6225291250024,112.500000000014
"B37/Mo17",2016,"Columbia",262.499999999941,60.0394788800024,135.000000000014
"B37/OH43",2016,"Columbia",272.499999999941,99.5459686400024,125.000000000014
"B47/PHZ51",2016,"Columbia",262.499999999941,88.1212263575024,121.250000000014
"B73/3IIH6",2016,"Columbia",267.499999999941,101.713635560002,132.500000000014
"B73/LH162",2016,"Columbia",242.499999999941,76.4061915100024,130.000000000014
"B73/Mo17",2016,"Columbia",264.999999999941,126.522652700002,132.500000000014
"B73/PHM49",2016,"Columbia",252.499999999941,136.937285300002,115.000000000014
"B73/PHN82",2016,"Columbia",242.499999999941,112.449744150002,105.000000000014
"B73/PHZ51",2016,"Columbia",273.749999999941,119.071218522502,133.750000000014
"B73/TX777",2016,"Columbia",279.999999999941,119.432507850002,160.000000000014
"B84/3IIH6",2016,"Columbia",284.999999999941,106.734795480002,147.500000000014
"B97/PHB47",2016,"Columbia",249.999999999941,58.7047404600023,115.000000000014
"BGEM-0001-N/LH195",2016,"Columbia",282.499999999941,88.8180298800024,127.500000000014
"BGEM-0005-N/LH195",2016,"Columbia",239.999999999941,82.9807873650023,117.500000000014
"BGEM-0039-N/LH195",2016,"Columbia",277.482547931583,53.5154025800687,142.845194187913
"BGEM-0040-N/LH195",2016,"Columbia",277.499999999941,80.7632041000024,130.000000000014
"BGEM-0046-N/LH195",2016,"Columbia",272.482547931583,85.7707909000687,127.845194187913
"BGEM-0063-N/LH195",2016,"Columbia",267.482547931583,121.518711780069,132.845194187913
"BGEM-0066-N/LH195",2016,"Columbia",242.482547931583,70.0696754400687,112.845194187913
"BGEM-0089-N/LH195",2016,"Columbia",242.499999999941,92.0002480500024,112.500000000014
"BGEM-0102-N/LH195",2016,"Columbia",252.499999999941,97.3786929100024,135.000000000014
"BGEM-0107-N/LH195",2016,"Columbia",229.999999999941,76.0154678800023,117.500000000014
"BGEM-0121-N/LH195",2016,"Columbia",274.999999999941,154.234296700002,137.500000000014
"BGEM-0124-N/LH195",2016,"Columbia",262.499999999941,92.5930764550024,117.500000000014
"BGEM-0125-N/LH195",2016,"Columbia",282.499999999941,64.2509999700024,142.500000000014
"BGEM-0129-N/LH195",2016,"Columbia",229.999999999941,86.7306571400024,102.500000000014
"BGEM-0130-N/LH195",2016,"Columbia",262.499999999941,93.2203791400024,140.000000000014
"BGEM-0140-N/LH195",2016,"Columbia",252.499999999941,101.852982430002,110.000000000014
"BGEM-0143-N/LH195",2016,"Columbia",252.499999999941,90.7906111500023,117.500000000014
"BGEM-0151-N/LH195",2016,"Columbia",244.999999999941,66.7376573650024,112.500000000014
"BGEM-0157-N/LH195",2016,"Columbia",252.482547931583,81.8338211700687,127.845194187913
"BGEM-0182-N/LH195",2016,"Columbia",284.999999999941,100.109615865002,140.000000000014
"BGEM-0184-N/LH195",2016,"Columbia",267.499999999941,119.740428800002,137.500000000014
"BGEM-0193-N/LH195",2016,"Columbia",237.482547931583,61.2253016500687,112.845194187913
"BGEM-0202-N/LH195",2016,"Columbia",252.482547931583,111.318381080069,127.845194187913
"BGEM-0203-N/LH195",2016,"Columbia",254.999999999941,89.5153857100024,127.500000000014
"BGEM-0204-N/LH195",2016,"Columbia",262.499999999941,81.2017498350024,137.500000000014
"BGEM-0205-N/LH195",2016,"Columbia",242.499999999941,85.5289368800024,117.500000000014
"BGEM-0206-N/LH195",2016,"Columbia",242.499999999941,97.8412187600024,120.000000000014
"BGEM-0207-N/LH195",2016,"Columbia",242.499999999941,81.0716313600024,125.000000000014
"BGEM-0209-N/LH195",2016,"Columbia",267.499999999941,85.4564442950024,120.000000000014
"BGEM-0210-N/LH195",2016,"Columbia",257.499999999941,106.348076200002,132.500000000014
"BGEM-0211-N/LH195",2016,"Columbia",259.999999999941,86.9811363450024,142.500000000014
"BGEM-0215-N/LH195",2016,"Columbia",262.482547931583,76.2245046000687,117.845194187913
"BGEM-0227-N/LH195",2016,"Columbia",232.482547931583,79.0299453400687,107.845194187913
"BGEM-0228-N/LH195",2016,"Columbia",282.499999999941,100.525562325002,120.000000000014
"BGEM-0235-N/LH195",2016,"Columbia",247.499999999941,97.8325196600024,117.500000000014
"BGEM-0239-N/LH195",2016,"Columbia",267.482547931583,123.198514980069,147.845194187913
"BGEM-0240-N/LH195",2016,"Columbia",257.499999999941,124.147933100002,132.500000000014
"BGEM-0246-N/LH195",2016,"Columbia",264.999999999941,101.174267595002,127.500000000014
"BGEM-0248-N/LH195",2016,"Columbia",272.482547931583,98.1056720500687,137.845194187913
"BGEM-0253-N/LH195",2016,"Columbia",274.999999999941,100.757262525002,140.000000000014
"BGEM-0256-N/LH195",2016,"Columbia",257.482547931583,98.4366985800687,132.845194187913
"BGEM-0259-N/LH195",2016,"Columbia",277.499999999941,80.7595679650024,122.500000000014
"BSSSC0_001/3IIH6",2016,"Columbia",249.999999999941,61.3890380050023,117.500000000014
"BSSSC0_002/3IIH6",2016,"Columbia",NA,60.9803178050023,132.500000000014
"BSSSC0_003/3IIH6",2016,"Columbia",244.999999999941,90.2922302550024,100.000000000014
"BSSSC0_005/3IIH6",2016,"Columbia",237.499999999941,76.8228283600024,127.500000000014
"BSSSC0_008/3IIH6",2016,"Columbia",274.999999999941,100.043060770002,137.500000000014
"BSSSC0_009/3IIH6",2016,"Columbia",267.499999999941,114.927978550002,135.000000000014
"BSSSC0_012/3IIH6",2016,"Columbia",262.499999999941,98.0988321350024,137.500000000014
"BSSSC0_015/3IIH6",2016,"Columbia",257.499999999941,80.3366714350024,127.500000000014
"BSSSC0_017/3IIH6",2016,"Columbia",257.499999999941,78.1672784900024,137.500000000014
"BSSSC0_020/3IIH6",2016,"Columbia",259.999999999941,75.3604109100024,130.000000000014
"BSSSC0_024/3IIH6",2016,"Columbia",259.999999999941,52.9257221600023,122.500000000014
"BSSSC0_026/3IIH6",2016,"Columbia",257.499999999941,120.527353250002,137.500000000014
"BSSSC0_029/3IIH6",2016,"Columbia",257.482547931583,52.6943720700686,117.845194187913
"BSSSC0_033/3IIH6",2016,"Columbia",257.499999999941,60.7002892350023,120.000000000014
"BSSSC0_038/3IIH6",2016,"Columbia",244.999999999941,55.8726040300023,117.500000000014
