"geno_ID","year","location","pltht","yld_bu_ac","earht"
"MOG_MO45-085-1-1-1-1-B/LH198",2014,"WestMadison",279.999999999914,216.99643185,147.500000000058
"MOG_MO45-128-1-1-1-1-B/LH198",2014,"WestMadison",277.999999999914,232.66446775,145.000000000058
"MOG_NC230-183-1-1-1-1-B/LH198",2014,"WestMadison",269.999999999914,193.28363825,146.500000000058
"MOG_OH43_0170/LH198",2014,"WestMadison",248.499999999914,184.4848077,124.500000000058
"MOG_OH43_0367/LH198",2014,"WestMadison",253.499999999914,176.25876775,138.500000000058
"MOG_OH43_0439/LH198",2014,"WestMadison",260.999999999914,177.9092763,129.000000000058
"MOG_PHG83-090-1-1-1-1-B/LH198",2014,"WestMadison",279.999999999914,212.51344,149.500000000058
"MOG_PHG83-224-1-1-1-1-B/LH198",2014,"WestMadison",264.999999999914,203.2024461,144.500000000058
"PHG39/PHG35",2014,"WestMadison",269.999999999914,204.87710285,140.000000000058
"PHG39/PHM49",2014,"WestMadison",265.999999999914,230.48441255,140.500000000058
"PHG39/PHN82",2014,"WestMadison",274.999999999914,261.55254275,137.500000000058
"PHG39/TX205",2014,"WestMadison",281.499999999914,229.5382249,130.000000000058
"PHN11_LH145_0005/LH198",2014,"WestMadison",247.499999999914,166.31358535,115.500000000058
"PHN11_LH145_0028/LH198",2014,"WestMadison",236.499999999914,143.3815818,121.500000000058
"PHN11_LH145_0062/LH198",2014,"WestMadison",216.499999999914,203.7889806,107.000000000058
"PHN11_LH145_0085/LH198",2014,"WestMadison",242.499999999914,169.7181313,120.000000000058
"PHN11_OH43_0001/LH198",2014,"WestMadison",266.499999999914,228.92099145,137.500000000058
"PHN11_OH43_0036/LH198",2014,"WestMadison",248.499999999914,215.0815353,111.500000000058
"PHN11_OH43_0088/LH198",2014,"WestMadison",274.999999999914,191.7964722,151.500000000058
"PHN11_OH43_0142/LH198",2014,"WestMadison",265.499999999914,208.5877394,133.500000000058
"PHN11_OH43_0184/LH198",2014,"WestMadison",253.499999999914,193.2710504,117.500000000058
"PHN11_PHG47_0048/LH198",2014,"WestMadison",230.999999999914,169.8082158,110.000000000058
"PHN11_PHG47_0172/LH198",2014,"WestMadison",252.999999999914,204.23195345,124.000000000058
"PHN11_PHG47_0251/LH198",2014,"WestMadison",251.999999999914,202.27424105,116.000000000058
"PHN11_PHG47_0388/LH198",2014,"WestMadison",249.999999999914,176.3701318,130.500000000058
"PHN11_PHG47_0390/LH198",2014,"WestMadison",258.999999999914,220.0800729,122.500000000058
"PHN11_PHW65_0015/LH198",2014,"WestMadison",263.999999999914,174.7121732,137.500000000058
"PHN11_PHW65_0275/LH198",2014,"WestMadison",256.999999999914,217.5054268,128.500000000058
"PHN11_PHW65_0294/LH198",2014,"WestMadison",257.499999999914,222.92822675,121.500000000058
"PHN11_PHW65_0312/LH198",2014,"WestMadison",242.499999999914,198.00057595,118.500000000058
"PHN11_PHW65_0328/LH198",2014,"WestMadison",267.499999999914,187.2963112,136.500000000058
"PHN11_PHW65_0359/LH198",2014,"WestMadison",251.499999999914,217.99211465,125.500000000058
"PHW52/PHG35",2014,"WestMadison",262.499999999914,230.34110795,123.000000000058
"PHW52/PHM49",2014,"WestMadison",266.999999999914,222.31591715,124.500000000058
"PHW52/PHN82",2014,"WestMadison",266.499999999914,216.48144265,116.000000000058
"PHW52/TX205",2014,"WestMadison",285.999999999914,245.40681035,143.500000000058
"PHW65_MoG_0137/LH198",2014,"WestMadison",266.999999999914,243.43162905,131.000000000058
"PHW65_MoG_0176/LH198",2014,"WestMadison",258.499999999914,222.4958294,132.000000000058
"PHW65_MoG_0293/LH198",2014,"WestMadison",263.999999999914,195.75158725,132.500000000058
"PHW65_MoG_0511/LH198",2014,"WestMadison",252.499999999914,133.5681866,133.500000000058
"WF9/C103",2014,"WestMadison",292.499999999914,154.6895074,149.000000000058
"WF9/H95",2014,"WestMadison",277.499999999914,193.4416288,122.000000000058
"WF9/Mo17",2014,"WestMadison",284.999999999914,208.8334168,138.000000000058
"WF9/OH43",2014,"WestMadison",260.999999999914,147.9761518,113.000000000058
"Z022E0003/LH198",2014,"WestMadison",247.420602370243,181.189064760906,128.139700824668
"Z022E0005/CG102",2014,"WestMadison",244.499999999914,141.185856,124.000000000058
"Z022E0005/LH198",2014,"WestMadison",243.52646587647,141.900963913031,120.286766391854
"Z022E0008/CG102",2014,"WestMadison",249.499999999914,189.7848118,122.500000000058
"Z022E0008/LH198",2014,"WestMadison",259.999999999914,161.04149715,134.000000000058
"Z022E0009/CG102",2014,"WestMadison",240.999999999914,159.15344615,106.000000000058
"Z022E0017/CG102",2014,"WestMadison",264.999999999914,160.74495455,121.500000000058
"Z022E0017/LH198",2014,"WestMadison",247.579397629584,169.540137839094,114.860299175448
"Z022E0020/CG102",2014,"WestMadison",246.420602370243,181.778553560906,110.139700824668
"Z022E0020/LH198",2014,"WestMadison",245.999999999914,205.90476915,121.500000000058
"Z022E0023/CG102",2014,"WestMadison",222.420602370243,183.716399360906,110.139700824668
"Z022E0023/LH198",2014,"WestMadison",222.499999999914,147.8322905,116.000000000058
"Z022E0025/CG102",2014,"WestMadison",234.420602370243,140.902251660906,135.139700824668
"Z022E0025/LH198",2014,"WestMadison",249.499999999914,197.49222325,122.500000000058
"Z022E0027/CG102",2014,"WestMadison",222.499999999914,174.50408815,113.000000000058
"Z022E0027/LH198",2014,"WestMadison",229.999999999914,154.6147509,120.000000000058
"Z022E0036/CG102",2014,"WestMadison",251.420602370243,126.928867460906,116.139700824668
"Z022E0042/CG102",2014,"WestMadison",246.999999999914,203.2097676,121.000000000058
"Z022E0042/LH198",2014,"WestMadison",247.999999999914,188.0256365,128.500000000058
"Z022E0044/CG102",2014,"WestMadison",256.499999999914,190.01336285,127.500000000058
"Z022E0044/LH198",2014,"WestMadison",257.999999999914,171.026113,NA
"Z022E0046/LH198",2014,"WestMadison",227.420602370243,162.646628860906,111.139700824668
"Z022E0048/CG102",2014,"WestMadison",237.420602370243,176.770039860906,123.139700824668
"Z022E0048/LH198",2014,"WestMadison",257.499999999914,148.9233242,124.500000000058
"Z022E0050/CG102",2014,"WestMadison",243.193132543137,169.043992879698,115.286766391854
"Z022E0050/LH198",2014,"WestMadison",244.999999999914,188.81040845,117.500000000058
"Z022E0053/CG102",2014,"WestMadison",241.249999999914,164.852365625,130.000000000058
"Z022E0053/LH198",2014,"WestMadison",247.499999999914,157.0863393,122.500000000058
"Z022E0059/CG102",2014,"WestMadison",253.499999999914,196.99406075,122.500000000058
"Z022E0059/LH198",2014,"WestMadison",247.039698814749,155.546377244547,118.680149587753
"Z022E0072/CG102",2014,"WestMadison",245.999999999914,177.7443496,106.000000000058
"Z022E0072/LH198",2014,"WestMadison",234.999999999914,199.6347289,105.000000000058
"Z022E0073/CG102",2014,"WestMadison",242.52646587647,126.155659613031,115.620099725188
"Z022E0073/LH198",2014,"WestMadison",249.999999999914,118.2005896,118.500000000058
"Z022E0077/CG102",2014,"WestMadison",NA,150.783759,104.000000000058
"Z022E0077/LH198",2014,"WestMadison",236.499999999914,158.3115579,116.500000000058
"Z022E0079/LH198",2014,"WestMadison",242.499999999914,148.98951755,125.000000000058
"Z022E0082/CG102",2014,"WestMadison",242.420602370243,188.827071760906,121.139700824668
"Z022E0095/LH198",2014,"WestMadison",236.999999999914,177.8585395,122.000000000058
"Z022E0097/LH198",2014,"WestMadison",259.999999999914,194.14419425,133.000000000058
"Z022E0105/CG102",2014,"WestMadison",245.999999999914,134.0043518,120.000000000058
"Z022E0105/LH198",2014,"WestMadison",251.499999999914,152.74712305,131.000000000058
"Z022E0108/LH198",2014,"WestMadison",241.499999999914,133.41559085,117.000000000058
"Z022E0110/CG102",2014,"WestMadison",257.499999999914,172.01759985,126.000000000058
"Z022E0110/LH198",2014,"WestMadison",232.499999999914,133.64170145,115.000000000058
"Z022E0114/LH198",2014,"WestMadison",255.999999999914,172.80035945,129.000000000058
"Z022E0121/CG102",2014,"WestMadison",236.999999999914,152.78283155,119.500000000058
"Z022E0123/LH198",2014,"WestMadison",243.499999999914,162.3621524,123.500000000058
"Z022E0134/CG102",2014,"WestMadison",243.499999999914,200.5428961,117.500000000058
"Z022E0134/LH198",2014,"WestMadison",236.499999999914,181.27169145,115.000000000058
"Z022E0142/CG102",2014,"WestMadison",239.999999999914,191.24102205,117.500000000058
"Z022E0142/LH198",2014,"WestMadison",242.499999999914,123.9809448,124.000000000058
"Z022E0160/CG102",2014,"WestMadison",206.420602370243,174.388536060906,108.139700824668
"Z022E0160/LH198",2014,"WestMadison",NA,143.0220142,NA
"Z022E0166/LH198",2014,"WestMadison",228.499999999914,135.17797735,117.000000000058
"(LAMA2002-35-2-B-B-B-B_CG44)-1-3-B-1-1-B24-B5-B16/LH195",2015,"Georgetown",232.50000000002,222.833207249948,121.000000000001
"A634/LH82",2015,"Georgetown",201.474762931639,132.233447059735,90.4788743066242
"A634/PHZ51",2015,"Georgetown",247.525237068407,187.934776440226,130.521125693377
"B104/LH82",2015,"Georgetown",228.525237068407,162.140022140226,122.521125693377
"B104/PHZ51",2015,"Georgetown",269.525237068407,171.682804440226,127.521125693377
"B106/LH82",2015,"Georgetown",242.525237068407,204.697947540226,124.521125693377
"B106/PHZ51",2015,"Georgetown",285.525237068407,181.742285140226,147.521125693377
"B111/LH82",2015,"Georgetown",206.474762931639,174.506363359735,79.4788743066242
"B111/PHZ51",2015,"Georgetown",262.525237068407,198.662785140226,128.521125693377
"B118/PHB47",2015,"Georgetown",231.525237068407,199.318401540226,107.521125693377
"B14A/C103",2015,"Georgetown",280.500000000023,141.54070999998,136.500000000001
"B14A/H95",2015,"Georgetown",250.474762931639,149.720378559735,124.478874306624
"B14A/OH43",2015,"Georgetown",262.500000000023,172.41948064998,124.000000000001
"B37/C103",2015,"Georgetown",268.500000000023,162.14134154998,136.000000000001
"B37/H95",2015,"Georgetown",263.000000000023,181.51394749998,158.000000000001
"B37/OH43",2015,"Georgetown",258.474762931639,165.022878259735,135.478874306624
"B73_NC230-059-1-1-1-1/LH185",2015,"Georgetown",246.474762931639,173.975796959735,136.478874306624
"B73_NC230-129-1-1-1-1/LH185",2015,"Georgetown",237.474762931639,188.638102259735,131.478874306624
"B73_PHG39-1/LH82",2015,"Georgetown",218.474762931639,154.780604359735,107.478874306624
"B73_PHG39-10/LH82",2015,"Georgetown",215.474762931639,177.932927759735,104.478874306624
"B73_PHG39-11/PHZ51",2015,"Georgetown",258.474762931639,215.675108659735,128.478874306624
"B73_PHG39-12/LH82",2015,"Georgetown",203.474762931639,182.871570459735,80.4788743066242
"B73_PHG39-13/LH82",2015,"Georgetown",241.474762931639,191.849355759735,95.4788743066242
"B73_PHG39-14/PHZ51",2015,"Georgetown",271.525237068407,200.678530740226,147.521125693377
"B73_PHG39-15/PHZ51",2015,"Georgetown",280.474762931639,162.146008359735,132.478874306624
"B73_PHG39-16/PHZ51",2015,"Georgetown",276.525237068407,175.457978940226,145.521125693377
"B73_PHG39-17/LH82",2015,"Georgetown",248.474762931639,161.659675759735,152.478874306624
"B73_PHG39-18/PHZ51",2015,"Georgetown",275.474762931639,247.660560859735,128.478874306624
"B73_PHG39-19/PHZ51",2015,"Georgetown",254.525237068407,224.460408540226,118.521125693377
"B73_PHG39-2/PHZ51",2015,"Georgetown",259.525237068407,219.048942540226,126.521125693377
"B73_PHG39-20/LH82",2015,"Georgetown",226.474762931639,165.952026959735,118.478874306624
"B73_PHG39-21/PHZ51",2015,"Georgetown",275.474762931639,215.242813059735,133.478874306624
"B73_PHG39-22/PHZ51",2015,"Georgetown",279.525237068407,175.044811440226,137.521125693377
"B73_PHG39-23/PHZ51",2015,"Georgetown",268.474762931639,196.675381559735,126.478874306624
"B73_PHG39-24/LH82",2015,"Georgetown",204.525237068407,204.952351540226,86.521125693377
"B73_PHG39-25/PHZ51",2015,"Georgetown",250.525237068407,203.827976540226,131.521125693377
"B73_PHG39-3/PHZ51",2015,"Georgetown",264.474762931639,199.817415159735,140.478874306624
"B73_PHG39-4/LH82",2015,"Georgetown",190.474762931639,113.842711659735,78.4788743066242
"B73_PHG39-5/PHZ51",2015,"Georgetown",273.474762931639,205.080757759735,136.478874306624
"B73_PHG39-6/PHZ51",2015,"Georgetown",268.474762931639,184.466616959735,132.478874306624
"B73_PHG39-7/LH82",2015,"Georgetown",206.525237068407,203.761506240226,84.521125693377
"B73_PHG39-8/PHZ51",2015,"Georgetown",256.525237068407,186.002716240226,127.521125693377
"B73/Mo17",2015,"Georgetown",261.500000000023,222.40300374998,138.000000000001
"B73/PHG35",2015,"Georgetown",247.000000000023,211.59083129998,138.000000000001
"B73/PHM49",2015,"Georgetown",255.500000000023,232.07920469998,142.500000000001
"B73/PHN82",2015,"Georgetown",242.500000000023,218.81145924998,134.500000000001
"B73/PHZ51",2015,"Georgetown",281.500000000023,230.59288964998,147.000000000001
"B73/TX205",2015,"Georgetown",283.000000000023,201.67654499998,157.500000000001
"B79/LH82",2015,"Georgetown",183.525237068407,93.8275116402257,103.521125693377
"B79/PHZ51",2015,"Georgetown",247.474762931639,206.388643259735,131.478874306624
"B97/LH195",2015,"Georgetown",252.474762931639,205.988865459735,116.478874306624
"B97/PHB47",2015,"Georgetown",242.000000000023,190.60464849998,109.500000000001
"BSSSC0_002/LH82",2015,"Georgetown",207.525237068407,148.662106440226,100.521125693377
"BSSSC0_002/PHZ51",2015,"Georgetown",279.525237068407,150.762015940226,154.521125693377
"BSSSC0_008/LH82",2015,"Georgetown",200.525237068407,98.0122671402258,119.521125693377
"BSSSC0_008/PHZ51",2015,"Georgetown",277.474762931639,203.408481459735,143.478874306624
"BSSSC0_023/LH82",2015,"Georgetown",199.525237068407,106.750950840226,99.521125693377
"BSSSC0_023/PHZ51",2015,"Georgetown",261.525237068407,127.231912040226,129.521125693377
"BSSSC0_028/LH82",2015,"Georgetown",227.525237068407,133.993225940226,102.521125693377
"BSSSC0_028/PHZ51",2015,"Georgetown",269.474762931639,163.594963759735,106.478874306624
"BSSSC0_029/PHZ51",2015,"Georgetown",286.474762931639,206.540472759735,131.478874306624
"BSSSC0_032/LH82",2015,"Georgetown",213.525237068407,121.343318940226,105.521125693377
"BSSSC0_032/PHZ51",2015,"Georgetown",260.474762931639,163.506615759735,122.478874306624
"BSSSC0_038/LH82",2015,"Georgetown",197.525237068407,111.316595040226,89.521125693377
"BSSSC0_038/PHZ51",2015,"Georgetown",246.525237068407,164.084993740226,117.521125693377
"BSSSC0_044/LH82",2015,"Georgetown",211.525237068407,130.388291740226,107.521125693377
"BSSSC0_044/PHZ51",2015,"Georgetown",275.474762931639,203.303994059735,134.478874306624
"BSSSC0_048/LH82",2015,"Georgetown",237.525237068407,129.459621240226,120.521125693377
"BSSSC0_048/PHZ51",2015,"Georgetown",270.525237068407,136.323987840226,138.521125693377
"CG102/LH82",2015,"Georgetown",197.525237068407,140.677668640226,72.521125693377
"CG102/PHZ51",2015,"Georgetown",246.474762931639,186.102310659735,113.478874306624
"CG108/CG102",2015,"Georgetown",220.500000000023,159.62951989998,114.500000000001
"CG119/CG108",2015,"Georgetown",205.474762931639,142.023221259735,106.478874306624
"CG119/PHZ51",2015,"Georgetown",216.474762931639,146.030802459735,103.478874306624
"CG121/LH82",2015,"Georgetown",208.525237068407,144.622485640226,112.521125693377
"CG121/PHZ51",2015,"Georgetown",253.474762931639,171.004481959735,131.478874306624
"CG60/LH162",2015,"Georgetown",204.500000000023,134.19102694998,90.5000000000006
"CH753-4/LH82",2015,"Georgetown",181.525237068407,131.266870440226,84.521125693377
"CH753-4/PHZ51",2015,"Georgetown",232.525237068407,146.229009040226,108.521125693377
"CML103/LH195",2015,"Georgetown",252.525237068407,223.013126840226,163.521125693377
"CML103/LH82",2015,"Georgetown",232.474762931639,199.363719959735,135.478874306624
"CML228/PHB47",2015,"Georgetown",253.525237068407,245.610615040226,153.521125693377
"CML228/PHZ51",2015,"Georgetown",277.525237068407,254.344277640226,150.521125693377
"CML247/LH195",2015,"Georgetown",265.525237068407,231.911052240226,147.521125693377
"CML247/LH82",2015,"Georgetown",240.525237068407,226.961171740226,134.521125693377
"DE811/LH82",2015,"Georgetown",208.474762931639,161.077702559735,86.4788743066242
"DE811/PHZ51",2015,"Georgetown",281.474762931639,147.666974459735,141.478874306624
"DKFBHJ/LH82",2015,"Georgetown",207.474762931639,150.973270759735,85.4788743066242
"DKFBHJ/PHZ51",2015,"Georgetown",263.474762931639,176.761927859735,104.478874306624
"F42/Mo17",2015,"Georgetown",255.000000000023,249.53726469998,121.500000000001
"F42/OH43",2015,"Georgetown",243.000000000023,171.61687649998,116.500000000001
"GEMN-0138/PHB47",2015,"Georgetown",252.474762931639,178.374309259735,139.478874306624
"GEMN-0144/PHB47",2015,"Georgetown",259.474762931639,232.030492059735,137.478874306624
"GEMN-0155/PHB47",2015,"Georgetown",229.474762931639,194.955763159735,82.4788743066242
"GEMN-0156/PHB47",2015,"Georgetown",233.474762931639,206.586380259735,115.478874306624
"GEMN-0192/PHB47",2015,"Georgetown",234.474762931639,152.818297959735,108.478874306624
"GEMS-0113/PHZ51",2015,"Georgetown",272.474762931639,186.447692859735,142.478874306624
"GEMS-0142/PHZ51",2015,"Georgetown",249.525237068407,208.860466540226,117.521125693377
"GEMS-0146/LH82",2015,"Georgetown",232.525237068407,165.206738740226,94.521125693377
"GEMS-0146/PHZ51",2015,"Georgetown",274.525237068407,254.246724240226,130.521125693377
"GEMS-0147/PHZ51",2015,"Georgetown",280.525237068407,197.403915440226,145.521125693377
"GEMS-0148/LH82",2015,"Georgetown",207.474762931639,121.090118959735,116.478874306624
"GEMS-0148/PHZ51",2015,"Georgetown",257.525237068407,169.090465340226,146.521125693377
"GEMS-0150/LH82",2015,"Georgetown",230.525237068407,148.513504840226,115.521125693377
"GEMS-0150/PHZ51",2015,"Georgetown",279.000000000023,204.31228104998,151.500000000001
"GEMS-0162/LH82",2015,"Georgetown",238.474762931639,208.564706559735,114.478874306624
"GEMS-0162/PHZ51",2015,"Georgetown",298.474762931639,221.333566559735,151.478874306624
"GEMS-0163/LH82",2015,"Georgetown",233.474762931639,175.739888259735,120.478874306624
"GEMS-0163/PHZ51",2015,"Georgetown",297.500000000023,221.05877479998,151.000000000001
"GEMS-0182/LH82",2015,"Georgetown",217.525237068407,160.005084340226,132.521125693377
"GEMS-0182/PHZ51",2015,"Georgetown",260.474762931639,208.118543059735,145.478874306624
"LAMA2002-12-1-B-B-B-B-B-B-1-B28-B14/LH195",2015,"Georgetown",251.525237068407,204.477017640226,141.521125693377
"LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195",2015,"Georgetown",260.500000000023,222.86405129998,149.000000000001
"LH132/LH51",2015,"Georgetown",248.500000000023,211.58198459998,128.500000000001
"LH132/LH82",2015,"Georgetown",232.474762931639,168.897399459735,110.478874306624
"LH145/PHZ51",2015,"Georgetown",266.525237068407,171.111829940226,128.521125693377
"LH149/LH82",2015,"Georgetown",205.525237068407,129.893351540226,116.521125693377
"LH149/PHZ51",2015,"Georgetown",261.525237068407,205.266531040226,134.521125693377
"LH162/PHB47",2015,"Georgetown",225.525237068407,159.116582940226,100.521125693377
"LH195/LH185",2015,"Georgetown",228.525237068407,241.158065840226,106.521125693377
"LH195/PHZ51",2015,"Georgetown",262.500000000023,208.66428804998,135.500000000001
"LH195/TX777",2015,"Georgetown",269.000000000023,197.99629384998,130.000000000001
"LH198/CGR01",2015,"Georgetown",249.500000000023,204.52227194998,144.000000000001
"LH198/PHZ51",2015,"Georgetown",251.000000000023,209.44698694998,114.500000000001
"LH212HT/LH195",2015,"Georgetown",261.000000000023,206.28959114998,142.500000000001
"LH61/LH195",2015,"Georgetown",228.525237068407,201.180524540226,103.521125693377
"LH61/PHB47",2015,"Georgetown",206.525237068407,174.176155440226,100.521125693377
"LH74/PHG35",2015,"Georgetown",231.525237068407,197.286755640226,113.521125693377
"LH74/PHM49",2015,"Georgetown",223.000000000023,171.28841074998,116.000000000001
"LH74/PHN82",2015,"Georgetown",205.500000000023,165.34924759998,84.0000000000006
"LH74/TX205",2015,"Georgetown",255.500000000023,213.94078119998,122.000000000001
"LH82_PH207-11/PHB47",2015,"Georgetown",226.474762931639,136.981167159735,94.4788743066242
"LH82_PH207-13/PHB47",2015,"Georgetown",218.525237068407,179.876575740226,86.521125693377
"LH82_PH207-14/PHB47",2015,"Georgetown",218.474762931639,159.824571359735,99.4788743066242
"LH82_PH207-16/PHB47",2015,"Georgetown",195.525237068407,156.371697040226,79.521125693377
"LH82_PH207-17/PHB47",2015,"Georgetown",231.474762931639,158.060001859735,104.478874306624
"LH82_PH207-19/PHB47",2015,"Georgetown",233.474762931639,187.000615259735,106.478874306624
"LH82_PH207-2/PHB47",2015,"Georgetown",230.474762931639,180.248626359735,105.478874306624
"LH82_PH207-22/PHB47",2015,"Georgetown",201.525237068407,146.151061940226,63.521125693377
"LH82_PH207-23/PHB47",2015,"Georgetown",227.474762931639,140.075499959735,98.4788743066242
"LH82_PH207-25/PHB47",2015,"Georgetown",195.474762931639,181.698777359735,81.4788743066242
"LH82_PH207-4/PHB47",2015,"Georgetown",235.474762931639,209.575149759735,118.478874306624
"LH82_PH207-6/PHB47",2015,"Georgetown",227.525237068407,188.310883140226,111.521125693377
"LH82_PH207-7/PHB47",2015,"Georgetown",215.525237068407,167.518133540226,77.521125693377
"LH82/TX777",2015,"Georgetown",247.000000000023,120.81490874998,141.000000000001
"M0001/LH82",2015,"Georgetown",207.474762931639,157.623641459735,91.4788743066242
"M0003/LH185",2015,"Georgetown",217.525237068407,182.410334940226,98.521125693377
"M0008/LH82",2015,"Georgetown",220.525237068407,143.470494340226,109.521125693377
"M0012/PHZ51",2015,"Georgetown",262.474762931639,177.202950759735,131.478874306624
"M0014/PHZ51",2015,"Georgetown",244.474762931639,179.782378359735,132.478874306624
"M0024/PHZ51",2015,"Georgetown",263.525237068407,180.064270440226,132.521125693377
"M0028/LH195",2015,"Georgetown",225.525237068407,117.718539240226,114.521125693377
"M0030/LH185",2015,"Georgetown",229.474762931639,185.039504259735,121.478874306624
"M0033/PHZ51",2015,"Georgetown",273.474762931639,229.559018859735,135.478874306624
"M0039/LH82",2015,"Georgetown",227.474762931639,151.153553359735,98.4788743066242
"M0041/LH82",2015,"Georgetown",214.525237068407,162.033621940226,112.521125693377
"M0052/LH185",2015,"Georgetown",227.474762931639,155.322767159735,85.4788743066242
"M0052/PHZ51",2015,"Georgetown",241.525237068407,179.018440240226,123.521125693377
"M0058/LH185",2015,"Georgetown",242.525237068407,205.174955140226,114.521125693377
"M0077/LH82",2015,"Georgetown",228.525237068407,171.789443740226,116.521125693377
"M0083/PHZ51",2015,"Georgetown",248.525237068407,188.778565840226,127.521125693377
"M0085/LH185",2015,"Georgetown",220.474762931639,178.642939859735,111.478874306624
"M0087/LH185",2015,"Georgetown",244.474762931639,178.488121559735,113.478874306624
"M0088/PHZ51",2015,"Georgetown",251.474762931639,172.203098059735,126.478874306624
"M0101/PHZ51",2015,"Georgetown",263.525237068407,143.882585840226,135.521125693377
"M0116/LH185",2015,"Georgetown",245.474762931639,196.833308159735,109.478874306624
"M0118/LH185",2015,"Georgetown",222.474762931639,176.461018559735,114.478874306624
"M0143/PHZ51",2015,"Georgetown",242.474762931639,158.815084559735,120.478874306624
"M0151/LH185",2015,"Georgetown",231.525237068407,183.693353840226,111.521125693377
"M0154/LH185",2015,"Georgetown",208.474762931639,170.256811359735,88.4788743066242
"M0159/LH185",2015,"Georgetown",246.474762931639,181.445329659735,128.478874306624
"M0163/PHZ51",2015,"Georgetown",238.474762931639,222.141849359735,118.478874306624
"M0186/LH185",2015,"Georgetown",223.525237068407,180.462613640226,83.521125693377
"M0262/PHZ51",2015,"Georgetown",255.474762931639,158.791772159735,134.478874306624
"M0266/LH185",2015,"Georgetown",240.474762931639,184.386278859735,137.478874306624
"M0296/LH185",2015,"Georgetown",232.525237068407,163.127152940226,114.521125693377
"M0311/LH185",2015,"Georgetown",237.525237068407,191.233301940226,116.521125693377
"M0323/LH185",2015,"Georgetown",230.525237068407,184.241135540226,113.521125693377
"M0341/LH185",2015,"Georgetown",237.525237068407,164.400010140226,134.521125693377
"M0345/LH185",2015,"Georgetown",207.474762931639,132.877108459735,84.4788743066242
"M0346/LH185",2015,"Georgetown",209.474762931639,189.752674159735,85.4788743066242
"M0354/LH185",2015,"Georgetown",228.474762931639,192.455717259735,113.478874306624
"M0357/LH185",2015,"Georgetown",211.474762931639,170.852054659735,102.478874306624
"Mo17/LH195",2015,"Georgetown",265.474762931639,251.207034759735,148.478874306624
"Mo17/PHB47",2015,"Georgetown",239.525237068407,212.335449040226,124.521125693377
"MO44_LH145_0127/LH195",2015,"Georgetown",225.474762931639,201.367271459735,114.478874306624
"MO44_LH145_0127/PHB47",2015,"Georgetown",223.525237068407,150.496493640226,112.521125693377
"MO44_LH145_0138/LH198",2015,"Georgetown",255.525237068407,146.286273840226,116.521125693377
"MO44_PHG47_0072/LH198",2015,"Georgetown",227.525237068407,120.782267040226,108.521125693377
"MO44_PHG47_0072/PHB47",2015,"Georgetown",229.525237068407,148.709209440226,108.521125693377
"Mo44_PHW65_0025/LH185",2015,"Georgetown",243.474762931639,203.057958559735,118.478874306624
"Mo44_PHW65_0035/LH185",2015,"Georgetown",237.525237068407,171.831166940226,103.521125693377
"MOG_LH123HT-031-1-1-1-1-B/LH195",2015,"Georgetown",257.474762931639,230.563484459735,139.478874306624
"MOG_LH123HT-031-1-1-1-1-B/PHB47",2015,"Georgetown",258.474762931639,199.892612559735,137.478874306624
"MOG_LH123HT-200-1-1-1-1-B/LH195",2015,"Georgetown",273.474762931639,234.947650659735,143.478874306624
"MOG_LH123HT-200-1-1-1-1-B/PHB47",2015,"Georgetown",270.525237068407,168.001596840226,144.521125693377
"MOG_LH145_0006/LH198",2015,"Georgetown",252.474762931639,196.972345759735,141.478874306624
"MOG_MO45-030-1-1-1-1-B/LH185",2015,"Georgetown",235.525237068407,214.075869240226,118.521125693377
"MOG_MO45-030-1-1-1-1-B/LH198",2015,"Georgetown",236.474762931639,218.526633859735,136.478874306624
"MOG_MO45-055-1-1-1-1-B/LH195",2015,"Georgetown",269.525237068407,170.355193040226,153.521125693377
"MOG_MO45-055-1-1-1-1-B/PHB47",2015,"Georgetown",259.474762931639,197.480436559735,130.478874306624
"MOG_MO45-074-1-1-1-1-B/LH198",2015,"Georgetown",267.474762931639,217.641001659735,147.478874306624
"MOG_MO45-074-1-1-1-1-B/PHB47",2015,"Georgetown",268.525237068407,223.045166440226,169.521125693377
"MOG_MO45-078-1-1-1-1-B/LH185",2015,"Georgetown",251.525237068407,159.699034340226,128.521125693377
"MOG_MO45-085-1-1-1-1-B/LH198",2015,"Georgetown",236.525237068407,193.767300240226,140.521125693377
"MOG_MO45-085-1-1-1-1-B/PHB47",2015,"Georgetown",267.474762931639,211.583841959735,155.478874306624
"MOG_MO45-128-1-1-1-1-B/LH185",2015,"Georgetown",237.525237068407,204.833518140226,111.521125693377
"MOG_MO45-128-1-1-1-1-B/LH198",2015,"Georgetown",268.474762931639,270.117935559735,153.478874306624
"MOG_OH43_0170/LH185",2015,"Georgetown",246.525237068407,144.416619240226,125.521125693377
"MOG_OH43_0367/LH185",2015,"Georgetown",234.474762931639,174.007597559735,94.4788743066242
"MOG_PHG83-090-1-1-1-1-B/LH185",2015,"Georgetown",263.525237068407,170.441508740226,126.521125693377
"MOG_PHG83-224-1-1-1-1-B/LH185",2015,"Georgetown",229.525237068407,130.802176540226,126.521125693377
"N192/LH82",2015,"Georgetown",200.474762931639,182.800796359735,86.4788743066242
"N192/PHZ51",2015,"Georgetown",229.474762931639,144.436951459735,89.4788743066242
